"YR  ","LIST ","DATE      ","TIME    ","TYPE","AMT1                            ","INT1                            ","AMT2                            ","INT2                            ","LIEN                            ","FEES                            ","DESC                    ","SEQ    ","CERT#  ","BATCH","AGROSS                        ","POSTED" 
"2005","18011","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","18153","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","18640","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","18748","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","19013","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","19014","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","19281","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","19690","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","19694","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","19695","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","20213","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","20270","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","20842","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","20976","04-30-2008","        ","A ",                          -92.69,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRORATED FEB-VEHICLE SOL",   9999,  13224,"0000",                         -3730,"  " 
"2005","20976","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","22029","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","22029","06-30-2008","        ","A ",                         -118.53,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRORATED APR REGISTERED ",   9999,  13405,"0000",                         -4770,"  " 
"2005","22063","02-08-2007","        ","P ",                          168.58,                           66.50,                            0.00,                            0.00,                            0.00,                            6.00,"PARTIAL PAYMENT         ",   9999,      0,"0213",                             0,"  " 
"2005","22063","03-01-2007","        ","P ",                          340.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PARTIAL PAYMENT         ",   9999,      0,"0227",                             0,"  " 
"2005","22063","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","22114","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","22420","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","22421","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","22422","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","23201","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","23202","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","23222","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","23246","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","23603","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","23624","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","23720","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","25058","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","25059","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","25424","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","25660","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","26325","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","26498","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","26604","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","26885","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","26990","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","27619","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","27674","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","27675","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","28083","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","28242","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","28466","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","28714","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","28965","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","29158","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","29159","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","29318","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","29319","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","29700","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","29704","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","29720","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","29721","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","29853","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","29970","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","29971","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","30317","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","31045","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","31277","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","31277","03-31-2009","        ","A ",                          -46.72,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRORATED DEC SHIPPED OUT",   9999,  14492,"0000",                         -1880,"  " 
"2005","31278","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","31278","03-31-2009","        ","A ",                         -237.81,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRORATED JAN INSURANCE C",   9999,  14497,"0000",                         -9570,"  " 
"2005","31279","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","31279","03-31-2009","        ","A ",                         -331.50,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRORATED DEC SHIPPED OUT",   9999,  14495,"0000",                        -13340,"  " 
"2005","32064","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","32243","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","32307","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","33571","10-31-2006","        ","A ",                           -4.22,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PRORATED AUG PLATES CANC",   9999,  11482,"0000",                          -170,"  " 
"2005","33571","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","33784","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","33785","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","33849","03-31-2006","        ","A ",                          162.77,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"ADD FROM NEW BRITAIN    ",   9999,  10439,"0000",                          6550,"  " 
"2005","33849","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","35272","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","35335","05-26-2006","10:01:28","P ",                           28.38,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"PARTIAL PAYMENT         ",   9999,      0,"0263",                             0,"  " 
"2005","35335","05-16-2007","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","36620","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","36682","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","36867","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","36996","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","36997","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","37063","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","37284","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","37556","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","37581","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","37880","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","37951","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","37980","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","38449","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","38740","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2005","39056","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","18635","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","18966","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","18967","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","19027","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","19269","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","19688","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","19689","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","19734","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","20101","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","20812","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","20963","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","21308","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","22130","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","22191","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","22301","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","22418","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","22423","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","22965","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","23253","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","23254","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","23861","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","23981","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","23982","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","23983","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","25150","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","25151","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","25160","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","25520","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","25759","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","25773","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","26421","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","26495","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","26557","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","26613","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","27015","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","27108","05-13-2009","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","27121","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","27664","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","27774","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","28043","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","28205","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
"2006","28765","05-14-2008","        ","S ",                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,                            0.00,"SUSPENDED               ",   9999,      0,"0000",                             0,"  " 
